bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
A Ashish Reddy,51,37,4,4.0,6.166666666666667,8.27027027027027,12.75,9.25
A Mishra,312,249,12,9.0,41.5,7.518072289156627,34.666666666666664,27.666666666666668
A Nehra,453,385,16,25.0,64.16666666666667,7.059740259740259,18.12,15.4
AB Dinda,63,33,2,0.0,5.5,11.454545454545455,inf,inf
AD Mathews,249,185,10,7.0,30.833333333333332,8.075675675675676,35.57142857142857,26.428571428571427
AD Russell,332,254,13,14.0,42.333333333333336,7.8425196850393695,23.714285714285715,18.142857142857142
AN Ahmed,129,76,3,2.0,12.666666666666666,10.18421052631579,64.5,38.0
AR Patel,399,289,14,14.0,48.166666666666664,8.283737024221454,28.5,20.642857142857142
Ankit Sharma,114,86,4,3.0,14.333333333333334,7.953488372093023,38.0,28.666666666666668
Anureet Singh,477,322,14,16.0,53.666666666666664,8.888198757763975,29.8125,20.125
Azhar Mahmood,41,20,1,1.0,3.3333333333333335,12.299999999999999,41.0,20.0
B Kumar,419,323,14,19.0,53.833333333333336,7.783281733746129,22.05263157894737,17.0
BB Sran,36,20,1,0.0,3.3333333333333335,10.799999999999999,inf,inf
BE Hendricks,112,82,4,7.0,13.666666666666666,8.195121951219512,16.0,11.714285714285714
Bipul Sharma,50,42,3,4.0,7.0,7.142857142857143,12.5,10.5
CH Gayle,16,13,1,0.0,2.1666666666666665,7.384615384615385,inf,inf
CH Morris,336,270,11,15.0,45.0,7.466666666666667,22.4,18.0
CJ Anderson,33,24,2,1.0,4.0,8.25,33.0,24.0
D Wiese,360,262,13,17.0,43.666666666666664,8.244274809160306,21.176470588235293,15.411764705882353
DJ Bravo,442,324,16,28.0,54.0,8.185185185185185,15.785714285714286,11.571428571428571
DJ Hooda,131,97,7,1.0,16.166666666666668,8.103092783505154,131.0,97.0
DJ Muthuswami,108,84,6,4.0,14.0,7.714285714285714,27.0,21.0
DJG Sammy,26,18,2,0.0,3.0,8.666666666666666,inf,inf
DR Smith,17,12,1,1.0,2.0,8.5,17.0,12.0
DS Kulkarni,290,221,11,13.0,36.833333333333336,7.873303167420814,22.307692307692307,17.0
DW Steyn,171,116,6,3.0,19.333333333333332,8.844827586206897,57.0,38.666666666666664
GB Hogg,148,127,6,10.0,21.166666666666668,6.9921259842519685,14.8,12.7
GJ Maxwell,97,63,7,2.0,10.5,9.238095238095237,48.5,31.5
GS Sandhu,86,48,2,1.0,8.0,10.75,86.0,48.0
Gurkeerat Singh,66,56,3,3.0,9.333333333333334,7.071428571428571,22.0,18.666666666666668
HH Pandya,178,107,8,1.0,17.833333333333332,9.981308411214954,178.0,107.0
HV Patel,339,272,14,19.0,45.333333333333336,7.477941176470588,17.842105263157894,14.31578947368421
Harbhajan Singh,448,349,15,19.0,58.166666666666664,7.702005730659026,23.57894736842105,18.36842105263158
I Sharma,161,89,4,1.0,14.833333333333334,10.853932584269662,161.0,89.0
IC Pandey,228,189,10,11.0,31.5,7.238095238095238,20.727272727272727,17.181818181818183
Imran Tahir,315,220,10,15.0,36.666666666666664,8.590909090909092,21.0,14.666666666666666
Iqbal Abdulla,150,121,5,4.0,20.166666666666668,7.438016528925619,37.5,30.25
J Botha,82,62,4,1.0,10.333333333333334,7.935483870967741,82.0,62.0
J Suchith,338,239,12,10.0,39.833333333333336,8.485355648535565,33.8,23.9
J Theron,41,26,1,1.0,4.333333333333333,9.461538461538462,41.0,26.0
J Yadav,29,42,3,2.0,7.0,4.142857142857143,14.5,21.0
JA Morkel,113,74,4,3.0,12.333333333333334,9.162162162162161,37.666666666666664,24.666666666666668
JD Unadkat,30,18,1,0.0,3.0,10.0,inf,inf
JJ Bumrah,184,98,4,3.0,16.333333333333332,11.26530612244898,61.333333333333336,32.666666666666664
JP Duminy,128,107,9,8.0,17.833333333333332,7.177570093457945,16.0,13.375
JP Faulkner,433,281,13,9.0,46.833333333333336,9.245551601423488,48.111111111111114,31.22222222222222
KA Pollard,121,81,8,6.0,13.5,8.962962962962964,20.166666666666668,13.5
KC Cariappa,28,12,1,1.0,2.0,14.0,28.0,12.0
KV Sharma,338,239,14,11.0,39.833333333333336,8.485355648535565,30.727272727272727,21.727272727272727
Karanveer Singh,159,87,4,2.0,14.5,10.96551724137931,79.5,43.5
M Morkel,212,174,7,12.0,29.0,7.310344827586207,17.666666666666668,14.5
M Vijay,28,24,2,0.0,4.0,7.0,inf,inf
M de Lange,30,26,1,1.0,4.333333333333333,6.923076923076923,30.0,26.0
MA Starc,306,272,12,22.0,45.333333333333336,6.75,13.909090909090908,12.363636363636363
MC Henriques,164,157,9,11.0,26.166666666666668,6.2675159235668785,14.909090909090908,14.272727272727273
MG Johnson,346,231,9,11.0,38.5,8.987012987012987,31.454545454545453,21.0
MJ McClenaghan,395,305,12,18.0,50.833333333333336,7.770491803278688,21.944444444444443,16.944444444444443
MM Sharma,482,350,16,15.0,58.333333333333336,8.262857142857143,32.13333333333333,23.333333333333332
NLTC Perera,55,37,2,1.0,6.166666666666667,8.91891891891892,55.0,37.0
NM Coulter-Nile,331,264,11,16.0,44.0,7.5227272727272725,20.6875,16.5
P Kumar,338,230,12,7.0,38.333333333333336,8.817391304347826,48.285714285714285,32.857142857142854
P Negi,259,183,10,7.0,30.5,8.491803278688524,37.0,26.142857142857142
P Suyal,97,67,3,0.0,11.166666666666666,8.686567164179104,inf,inf
PJ Cummins,103,66,3,1.0,11.0,9.363636363636363,103.0,66.0
PP Chawla,275,212,13,12.0,35.333333333333336,7.783018867924528,22.916666666666668,17.666666666666668
PP Ojha,23,12,1,0.0,2.0,11.5,inf,inf
PV Tambe,267,204,10,7.0,34.0,7.852941176470588,38.142857142857146,29.142857142857142
Parvez Rasool,31,30,2,1.0,5.0,6.2,31.0,30.0
R Ashwin,229,240,13,10.0,40.0,5.725,22.9,24.0
R Bhatia,47,30,2,0.0,5.0,9.4,inf,inf
R Dhawan,111,79,5,1.0,13.166666666666666,8.430379746835444,111.0,79.0
R Tewatia,31,18,1,2.0,3.0,10.333333333333334,15.5,9.0
R Vinay Kumar,371,265,13,9.0,44.166666666666664,8.4,41.22222222222222,29.444444444444443
RA Jadeja,334,258,15,12.0,43.0,7.767441860465116,27.833333333333332,21.5
RG More,63,37,2,1.0,6.166666666666667,10.216216216216216,63.0,37.0
RN ten Doeschate,4,7,1,1.0,1.1666666666666667,3.4285714285714284,4.0,7.0
RS Bopara,164,123,7,8.0,20.5,8.0,20.5,15.375
S Aravind,132,110,5,10.0,18.333333333333332,7.2,13.2,11.0
S Gopal,23,13,1,1.0,2.1666666666666665,10.615384615384617,23.0,13.0
S Nadeem,43,44,2,0.0,7.333333333333333,5.863636363636364,inf,inf
SA Abbott,57,32,2,0.0,5.333333333333333,10.6875,inf,inf
SK Raina,94,78,5,3.0,13.0,7.230769230769231,31.333333333333332,26.0
SL Malinga,453,378,15,26.0,63.0,7.190476190476191,17.423076923076923,14.538461538461538
SN Thakur,39,20,1,1.0,3.3333333333333335,11.7,39.0,20.0
SP Narine,246,196,8,7.0,32.666666666666664,7.530612244897959,35.142857142857146,28.0
SR Watson,273,193,10,8.0,32.166666666666664,8.487046632124352,34.125,24.125
STR Binny,143,119,10,8.0,19.833333333333332,7.2100840336134455,17.875,14.875
Sandeep Sharma,359,311,14,13.0,51.833333333333336,6.92604501607717,27.615384615384617,23.923076923076923
Shakib Al Hasan,123,89,4,5.0,14.833333333333334,8.292134831460674,24.6,17.8
Shivam Sharma,44,18,1,1.0,3.0,14.666666666666666,44.0,18.0
TA Boult,239,181,7,10.0,30.166666666666668,7.922651933701657,23.9,18.1
TG Southee,255,175,7,9.0,29.166666666666668,8.742857142857142,28.333333333333332,19.444444444444443
UT Yadav,387,266,12,12.0,44.333333333333336,8.729323308270676,32.25,22.166666666666668
V Kohli,10,11,2,1.0,1.8333333333333333,5.454545454545455,10.0,11.0
VR Aaron,180,113,5,4.0,18.833333333333332,9.557522123893806,45.0,28.25
YK Pathan,100,60,5,2.0,10.0,10.0,50.0,30.0
YS Chahal,416,283,14,24.0,47.166666666666664,8.819787985865725,17.333333333333332,11.791666666666666
Yuvraj Singh,75,55,6,1.0,9.166666666666666,8.181818181818182,75.0,55.0
Z Khan,159,155,7,8.0,25.833333333333332,6.15483870967742,19.875,19.375
